Permit Type,Initiating Office,Issue Datw,Valuation,# of Residential Units,Zone,Latitude,Longitude
Bldg-New,VAN NUYS,4/30/2021,383000,1,R1-1,34.16871,-118.43585
Bldg-New,SOUTH LA,3/6/2020,330000,1,RD2-1,34.00834,-118.26185
Bldg-New,VAN NUYS,1/15/2021,1733000,1,RE15-1-H,34.14332,-118.47796
Bldg-New,VAN NUYS,3/9/2018,475000,1,[T]RE-1,34.29154,-118.58308
Bldg-New,VAN NUYS,3/13/2020,270600,1,(T)(Q)RD3-1XL,34.31088,-118.42544
Bldg-New,METRO,2/21/2020,501,1,R1-1,34.01625,-118.31587
Bldg-New,VAN NUYS,4/27/2017,188000,1,(T)(Q)R3-1VL,34.08844,-118.25909
Bldg-New,VAN NUYS,3/1/2019,404000,1,R1-1,34.04056,-118.53084
Bldg-New,METRO,8/10/2017,300000,1,[Q]R3-1XL,34.08543,-118.35097
Bldg-New,METRO,7/19/2021,750000,1,RE15-1-H-HCR,34.12609,-118.46815
Bldg-New,VAN NUYS,10/24/2017,432000,1,R1-1,34.05059,-118.5382
Bldg-New,METRO,7/23/2021,352900,1,R2-1VL,34.08086,-118.25267
Bldg-New,METRO,1/2/2019,220000,1,R3-1,34.08005,-118.31164
Bldg-New,METRO,3/6/2017,779610,1,(Q)RA-1-H,34.27101,-118.5647
Bldg-New,VAN NUYS,1/31/2019,800000,1,RE15-1-H,34.05326,-118.50004
Bldg-New,WEST LA,12/29/2015,1907000,1,R1-1,34.09291,-118.38673
Bldg-New,VAN NUYS,11/20/2020,400000,1,R1V1,34.04428,-118.52137
Bldg-New,VAN NUYS,7/23/2021,500000,1,RA-1,34.15696,-118.55998
Bldg-New,VAN NUYS,6/13/2019,681200,1,[T]RE-1,34.28452,-118.57873
Bldg-New,VAN NUYS,7/22/2021,140000,1,RD1.5-1,34.12683,-118.18698
Bldg-Alter/Repair,METRO,12/28/2020,0,1,R1-1,34.20007,-118.47653
Bldg-New,WEST LA,5/11/2017,1400000,1,RE20-1-H,34.08531,-118.45267
Bldg-New,VAN NUYS,9/17/2020,550000,1,[T]RE-1,34.29638,-118.58428
Bldg-New,WEST LA,7/20/2021,250000,1,R1-1,34.04612,-118.4804
Bldg-New,VAN NUYS,7/22/2021,112000,1,RD1.5-1,34.12683,-118.18698
Bldg-New,VAN NUYS,8/4/2021,560000,1,[T]RE-1,34.29912,-118.58056
Bldg-New,VAN NUYS,9/8/2020,501910,1,[T]RE-1,34.2965,-118.58661
Bldg-New,VAN NUYS,10/20/2021,510000,1,[T]RE-1,34.29907,-118.58249
Bldg-New,VAN NUYS,7/22/2015,209000,1,R1-1,34.03145,-118.44953
Bldg-Addition,VAN NUYS,11/16/2018,223000,1,RD1.5-1,34.24856,-118.28582
Bldg-New,VAN NUYS,4/21/2020,445000,1,R1V1,34.04775,-118.52214
Bldg-New,VAN NUYS,4/12/2018,480000,1,[T]RE-1,34.29246,-118.58265
Bldg-New,VAN NUYS,2/10/2021,322011,1,PVSP,33.77093,-118.30882
Bldg-New,VAN NUYS,10/22/2021,450000,1,R1-1,34.15354,-118.47591
Bldg-New,VAN NUYS,9/8/2020,498040,1,[T]RE-1,34.29653,-118.58678
Bldg-New,VAN NUYS,9/17/2020,570000,1,[T]RE-1,34.29635,-118.58422
Bldg-New,VAN NUYS,10/13/2020,725000,1,[T]RE-1,34.28593,-118.57886
Bldg-New,VAN NUYS,8/3/2021,560000,1,[T]RE-1,34.29921,-118.5805
Bldg-New,VAN NUYS,8/9/2018,475000,1,[T]RE-1,34.29153,-118.58158
Bldg-New,VAN NUYS,9/8/2020,501910,1,[T]RE-1,34.29682,-118.58686
Bldg-New,VAN NUYS,8/3/2021,560000,1,[T]RE-1,34.29939,-118.58058
Bldg-New,VAN NUYS,10/18/2021,223000,1,RD1.5-1-RIO,34.14921,-118.41454
Bldg-New,METRO,11/15/2019,150000,1,RD2-1VL-HPOZ,34.07157,-118.25368
Bldg-Alter/Repair,VAN NUYS,10/9/2019,125000,1,R3-1,34.07949,-118.29561
Bldg-Addition,VAN NUYS,6/4/2015,283500,1,R1-1-RFA,34.26646,-118.29601
Bldg-New,VAN NUYS,7/5/2019,264000,1,RA-1-K,34.24832,-118.35737
Bldg-New,SOUTH LA,9/12/2019,230000,1,R2-1VL-RIO,34.09714,-118.24386
Bldg-New,VAN NUYS,8/24/2017,670000,1,[T]RE-1,34.28373,-118.57295
Bldg-New,METRO,1/2/2019,220000,1,R3-1,34.07999,-118.31164
Bldg-New,METRO,12/4/2019,400000,1,[Q]C2-1VL,34.08035,-118.25492
Bldg-Relocation,WEST LA,3/11/2019,25092,1,R2-1,33.99527,-118.45767
Bldg-New,VAN NUYS,10/18/2018,455000,1,R1-1,34.19134,-118.41993
Bldg-New,VAN NUYS,4/24/2021,610000,1,RA-1,34.16576,-118.5564
Bldg-New,VAN NUYS,10/7/2020,505000,1,R1-1-RIO,34.16201,-118.45421
Bldg-New,VAN NUYS,2/23/2021,465000,1,R1-1-RIO,34.16192,-118.42564
Bldg-New,METRO,1/2/2019,220000,1,R3-1,34.07993,-118.31164
Bldg-New,VAN NUYS,2/4/2019,900000,1,R2-1XL,34.08687,-118.35544
Bldg-Addition,METRO,12/23/2020,210000,1,R3-1,34.07963,-118.29559
Bldg-New,VAN NUYS,3/15/2019,680000,1,R2-1XL,34.08605,-118.34172
Bldg-New,VAN NUYS,4/29/2019,488000,1,R1V1,34.04913,-118.52485
Bldg-New,VAN NUYS,1/18/2021,191000,1,RD1.5-1XL,34.09687,-118.34239
Bldg-New,VAN NUYS,11/10/2020,501910,1,[T]RE-1,34.29732,-118.58534
Bldg-New,VAN NUYS,1/28/2020,790000,1,[T]RE-1,34.28447,-118.57669
Bldg-New,METRO,12/5/2018,255000,1,RD1.5-1XL,34.09346,-118.34266
Bldg-New,METRO,9/20/2016,120000,1,R2-1-CDO,34.10715,-118.23684
Bldg-New,METRO,12/4/2019,400000,1,[Q]C2-1VL,34.08035,-118.25492
Bldg-New,VAN NUYS,8/29/2016,1400000,1,RE40-1-H,34.08968,-118.45807
Bldg-New,METRO,12/5/2018,255000,1,RD1.5-1XL,34.09338,-118.34262
Bldg-New,VAN NUYS,7/20/2018,1250000,1,RE15-1-H,34.14434,-118.48443
Bldg-Alter/Repair,METRO,8/10/2020,40000,1,R3-1-O-CPIO,34.03865,-118.31794
Bldg-Alter/Repair,VAN NUYS,6/13/2017,19182,1,RE11-1,34.10787,-118.34365
Bldg-New,WEST LA,1/21/2021,500000,1,R1-1-RIO,34.1421,-118.3653
Bldg-New,WEST LA,1/31/2017,250000,1,R1-1-CDO,34.12068,-118.23898
Bldg-New,VAN NUYS,1/9/2017,197000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,VAN NUYS,9/20/2019,1690000,1,RE15-1-H,34.14252,-118.4815
Bldg-New,METRO,12/5/2018,260000,1,RD1.5-1XL,34.0935,-118.34255
Bldg-New,METRO,12/5/2018,262500,1,RD1.5-1XL,34.09302,-118.34266
Bldg-New,VAN NUYS,5/23/2019,700000,1,[Q]R3-1XL,34.08646,-118.35099
Bldg-New,VAN NUYS,1/20/2021,1278945,1,R1-1,34.16156,-118.41064
Bldg-New,WEST LA,5/18/2018,2600000,1,RE15-1-H,34.06071,-118.49995
Bldg-New,VAN NUYS,12/20/2019,473000,1,R1V2,34.08062,-118.34852
Bldg-New,METRO,1/30/2015,1100000,1,RE15-1,34.09872,-118.40331
Bldg-New,VAN NUYS,11/15/2018,225000,1,R1-1-RFA,34.26641,-118.3055
Bldg-New,METRO,6/12/2019,250000,1,RD1.5-1,34.07329,-118.16208
Bldg-Alter/Repair,VAN NUYS,1/10/2020,20000,1,RD1.5-1-O,34.04552,-118.33769
Bldg-New,METRO,1/21/2021,360000,1,R2-1,34.03943,-118.44926
Bldg-New,VAN NUYS,7/16/2019,603000,1,R1V1,34.04928,-118.52247
Bldg-New,METRO,1/20/2021,500000,1,R1-1VL,34.08853,-118.26731
Bldg-New,VAN NUYS,1/27/2020,308000,1,R1-1,34.3066,-118.47034
Bldg-Alter/Repair,METRO,7/26/2021,220000,1,R3-1,34.07029,-118.27607
Bldg-New,METRO,12/4/2019,400000,1,[Q]C2-1VL,34.08029,-118.25496
Bldg-Addition,METRO,1/22/2021,700000,1,R1V2,34.05179,-118.39194
Bldg-New,SOUTH LA,3/13/2019,250000,1,RD1.5-1-O,34.04247,-118.33993
Bldg-New,SOUTH LA,2/19/2020,215000,1,R1-1,34.17654,-118.36906
Bldg-New,VAN NUYS,7/27/2020,506000,1,R1-1-RIO,34.15129,-118.38021
Bldg-New,METRO,8/17/2018,460000,1,R1-1,34.03053,-118.42228
Bldg-New,VAN NUYS,1/18/2021,191000,1,RD1.5-1XL,34.09687,-118.34239
Bldg-Alter/Repair,WEST LA,1/19/2021,40000,1,R1V2,34.00265,-118.4492
Bldg-Addition,WEST LA,1/18/2021,300000,1,RD1.5-1,34.13342,-118.21651
Bldg-New,METRO,12/5/2018,265000,1,RD1.5-1XL,34.09346,-118.34234
Bldg-New,VAN NUYS,1/28/2020,790000,1,[T]RE-1,34.28452,-118.5769
Bldg-New,VAN NUYS,11/18/2020,300000,1,RD2-1-O,34.03644,-118.34511
Bldg-New,VAN NUYS,11/10/2020,491200,1,[T]RE-1,34.2976,-118.58523
Bldg-New,WEST LA,1/22/2021,475000,1,R1V2,34.03755,-118.40447
Bldg-New,METRO,12/5/2018,260000,1,RD1.5-1XL,34.0935,-118.34244
Bldg-New,VAN NUYS,3/23/2018,950000,1,RE15-1-H,34.07965,-118.50339
Bldg-New,METRO,12/4/2019,400000,1,[Q]C2-1VL,34.08029,-118.25496
Bldg-New,METRO,12/5/2018,265000,1,RD1.5-1XL,34.09339,-118.34235
Bldg-New,METRO,10/17/2019,155000,1,R2-1,34.00899,-118.30146
Bldg-New,METRO,12/5/2018,260000,1,RD1.5-1XL,34.09338,-118.34245
Bldg-Alter/Repair,METRO,1/21/2021,77000,1,R4-1,34.0625,-118.27
Bldg-New,METRO,11/30/2016,700000,1,RE40-1-H,34.11049,-118.36713
Bldg-New,METRO,12/5/2018,260000,1,RD1.5-1XL,34.09338,-118.34255
Bldg-New,METRO,10/6/2016,2103856,1,RE15-1,34.09001,-118.43014
Bldg-New,VAN NUYS,4/28/2021,1100000,1,RE15-1-H,34.14592,-118.47767
Bldg-New,WEST LA,5/31/2019,401000,1,R4(PV),33.9721,-118.42177
Bldg-Alter/Repair,METRO,5/25/2017,30000,1,R1-1,33.9717,-118.33261
Bldg-New,VAN NUYS,4/30/2021,490000,1,R1-1-RIO,34.15388,-118.40235
Bldg-New,VAN NUYS,2/28/2019,652000,1,R2-1XL,34.08613,-118.35311
Bldg-New,VAN NUYS,10/30/2019,475000,1,RE9-1-H,34.21992,-118.65736
Bldg-New,VAN NUYS,2/7/2018,813000,1,RA-1,34.23841,-118.51548
Bldg-New,SANPEDRO,10/26/2021,124000,1,[Q]R2-1VL-O-CUGU,33.79017,-118.26227
Bldg-Alter/Repair,VAN NUYS,12/21/2020,10000,1,RD1.5-1XL,34.30523,-118.43258
Bldg-New,VAN NUYS,4/30/2021,490000,1,R1-1,34.1698,-118.43873
Bldg-New,WEST LA,5/31/2019,401000,1,R4(PV),33.9721,-118.42177
Bldg-New,SOUTH LA,1/13/2020,240000,1,R1-1XL,33.71354,-118.3002
Bldg-New,VAN NUYS,11/19/2019,576412,1,R1-1-RIO,34.18376,-118.52467
Bldg-New,METRO,8/27/2019,165000,1,R3-1,33.9235,-118.27607
Bldg-New,VAN NUYS,7/13/2018,505303,1,R1-1-O,34.05,-118.3982
Bldg-New,METRO,12/4/2019,400000,1,[Q]C2-1VL,34.08029,-118.25496
Bldg-New,VAN NUYS,3/10/2020,491200,1,[T]RE-1,34.29641,-118.58584
Bldg-New,SOUTH LA,11/1/2019,316000,1,RD2-1,34.03549,-118.35818
Bldg-New,VAN NUYS,6/5/2020,650000,1,R1-1,34.16238,-118.49004
Bldg-Alter/Repair,METRO,2/28/2019,41000,1,RD1.5-1,34.00582,-118.25174
Bldg-New,VAN NUYS,3/4/2020,329000,1,R1-1-RIO,34.15502,-118.39751
Bldg-New,WEST LA,1/29/2021,350000,1,R1V2,34.03625,-118.39131
Bldg-New,VAN NUYS,2/12/2020,474000,1,RE9-1,34.16353,-118.48017
Bldg-New,VAN NUYS,5/7/2019,1865000,1,RE15-1-H,34.14321,-118.48084
Bldg-New,METRO,11/6/2019,400000,1,RD2-1VL,34.07907,-118.27134
Bldg-New,VAN NUYS,3/10/2020,498040,1,[T]RE-1,34.29637,-118.58551
Bldg-New,VAN NUYS,7/14/2021,226000,1,RE20-1-H-HCR,34.11511,-118.42437
Bldg-New,METRO,1/27/2021,250000,1,RD1.5-1VL,34.07636,-118.26591
Bldg-New,VAN NUYS,6/29/2017,500000,1,RA-1-K,34.2553,-118.37661
Bldg-New,VAN NUYS,3/10/2020,498040,1,[T]RE-1,34.29665,-118.58566
Bldg-New,VAN NUYS,3/16/2020,575000,1,RA-1,34.15808,-118.51218
Bldg-New,VAN NUYS,8/5/2019,965000,1,RA-1,34.16544,-118.54024
Bldg-Alter/Repair,VAN NUYS,3/30/2017,21000,1,RS-1,34.22342,-118.53266
Bldg-New,VAN NUYS,6/29/2017,575000,1,RA-1-K,34.25563,-118.37691
Bldg-New,METRO,12/7/2015,468270,1,C2(PV),33.97686,-118.41369
Bldg-New,VAN NUYS,5/24/2018,394000,1,RA-1,34.17812,-118.56027
Bldg-Alter/Repair,VAN NUYS,3/15/2016,30000,1,[Q]RD1.5-1,34.17645,-118.44687
Bldg-New,SOUTH LA,10/29/2018,193841,1,[Q]R3-1XL,34.10916,-118.32127
Bldg-New,WEST LA,10/18/2019,600000,1,R1-1,34.04163,-118.53401
Bldg-Alter/Repair,VAN NUYS,5/30/2017,7000,1,RS-1,34.25379,-118.46321
Bldg-New,VAN NUYS,8/5/2015,10000,1,R1-1-RFA,34.26646,-118.29601
Bldg-New,VAN NUYS,1/25/2021,400000,1,R1V2,34.01231,-118.4295
Bldg-New,VAN NUYS,10/5/2015,200000,1,R1-1,34.05261,-118.52016
Bldg-New,VAN NUYS,3/10/2020,501910,1,[T]RE-1,34.29667,-118.58582
Bldg-New,WEST LA,1/25/2021,500000,1,R1V2,34.03279,-118.40747
Bldg-New,VAN NUYS,6/29/2017,500000,1,RA-1-K,34.25499,-118.3763
Bldg-New,METRO,9/26/2019,380000,1,R1-1,34.11111,-118.21442
Bldg-New,WEST LA,6/8/2021,600000,1,R1-1,34.1764,-118.4008
Bldg-New,WEST LA,1/25/2021,160000,1,RD1.5-1,34.19507,-118.39309
Bldg-Addition,VAN NUYS,3/17/2017,27000,1,RS-1,34.23838,-118.42056
Bldg-New,VAN NUYS,6/29/2017,500000,1,RA-1-K,34.25514,-118.37646
Bldg-Alter/Repair,METRO,2/12/2020,15000,1,RD1.5-1,33.99339,-118.31182
Bldg-New,VAN NUYS,1/9/2017,197000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,WEST LA,6/20/2019,167054,1,RD1.5-1,33.96863,-118.28923
Bldg-New,VAN NUYS,10/20/2020,322011,1,PVSP,33.76943,-118.30821
Bldg-New,VAN NUYS,7/10/2020,711000,1,[T]RE-1,34.28313,-118.57889
Bldg-New,VAN NUYS,5/31/2018,184000,1,R1-1,34.2192,-118.36439
Bldg-Alter/Repair,VAN NUYS,2/12/2015,10000,1,RA-1,34.24983,-118.46504
Bldg-New,METRO,1/23/2021,2488000,1,RE20-1-H-HCR,34.11493,-118.42441
Bldg-Addition,VAN NUYS,3/8/2017,54100,1,R1-1,34.20046,-118.5157
Bldg-New,VAN NUYS,11/4/2019,230000,1,R1-1,34.12987,-118.18415
Bldg-New,METRO,1/29/2021,355300,1,R1-1VL,34.08979,-118.25481
Bldg-New,WEST LA,1/25/2021,220000,1,R3-1,34.01209,-118.42794
Bldg-New,METRO,7/28/2021,310000,1,R1-1,34.10422,-118.22571
Bldg-New,VAN NUYS,2/14/2018,200000,1,RS-1,34.22837,-118.56831
Bldg-New,WEST LA,1/25/2021,154090,1,R2-1-CUGU,34.04381,-118.1978
Bldg-New,METRO,2/3/2016,3835664,1,RE20-1,34.05934,-118.48845
Bldg-New,METRO,7/22/2021,265000,1,RD2-1-O,34.0362,-118.34641
Bldg-New,VAN NUYS,6/29/2017,450000,1,RA-1-K,34.25484,-118.37615
Bldg-New,VAN NUYS,7/26/2021,230000,1,R1-1-RFA,34.26235,-118.30863
Bldg-New,VAN NUYS,10/20/2020,376401,1,PVSP,33.76971,-118.30762
Bldg-New,VAN NUYS,2/18/2020,575000,1,[T]RE-1,34.29737,-118.58162
Bldg-New,METRO,11/7/2017,210900,1,R1-1-CDO,34.13275,-118.23621
Bldg-New,VAN NUYS,1/9/2017,197000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,METRO,6/5/2017,1500000,1,R1-1,34.09807,-118.37516
Bldg-New,VAN NUYS,1/9/2017,208000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,METRO,5/18/2020,460000,1,R1V2-O,34.04771,-118.39724
Bldg-New,VAN NUYS,1/9/2017,208000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,VAN NUYS,1/9/2017,197000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,VAN NUYS,1/9/2017,208000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,METRO,4/27/2017,100000,1,RS-1-O,34.05442,-118.46977
Bldg-New,METRO,6/19/2018,200000,1,RD1.5-1,34.06717,-118.26626
Bldg-New,VAN NUYS,5/5/2021,710000,1,RA-1,34.16502,-118.43381
Bldg-New,VAN NUYS,7/8/2019,534000,1,RE15-1D,34.11917,-118.31188
Bldg-New,VAN NUYS,5/7/2021,460000,1,R1V2,34.08097,-118.35123
Bldg-New,VAN NUYS,3/16/2017,797400,1,[T]RE-1,34.28302,-118.57854
Bldg-New,METRO,10/28/2021,481563,1,R2-1,33.99297,-118.46174
Bldg-New,VAN NUYS,5/5/2021,380000,1,R1V2,34.04755,-118.38251
Bldg-New,VAN NUYS,10/21/2019,536000,1,(Q)RA-1-H,34.27019,-118.56395
Bldg-New,METRO,8/13/2020,259670,1,RD1.5-1,34.16365,-118.36783
Bldg-New,VAN NUYS,4/20/2020,961000,1,R1-1-RIO,34.1478,-118.35847
Bldg-New,VAN NUYS,5/6/2021,550000,1,RA-1,34.16607,-118.54799
Bldg-New,METRO,5/1/2017,1200000,1,RE15-1-H,34.11602,-118.46315
Bldg-New,VAN NUYS,7/27/2021,827000,1,RE15-1,34.06727,-118.47621
Bldg-New,VAN NUYS,11/10/2020,501910,1,[T]RE-1,34.29737,-118.58589
Bldg-New,WEST LA,5/10/2017,4500000,1,RE20-1-H,34.08571,-118.45269
Bldg-New,METRO,6/19/2018,200000,1,RD1.5-1,34.06718,-118.26611
Bldg-Alter/Repair,METRO,6/12/2020,27000,1,R4-1,34.06368,-118.24253
Bldg-New,METRO,6/19/2018,200000,1,RD1.5-1,34.06717,-118.26626
Bldg-New,VAN NUYS,1/29/2020,1000000,1,R1-1,34.07349,-118.4325
Bldg-New,WEST LA,9/5/2019,800000,1,R1V2,34.0355,-118.40425
Bldg-New,WEST LA,5/6/2021,500000,1,R1V2-O,34.05563,-118.38487
Bldg-New,SOUTH LA,10/1/2018,200000,1,[Q]R3-1,33.96656,-118.28808
Bldg-New,VAN NUYS,9/7/2016,933000,1,RE15-1-HPOZ,34.06436,-118.33443
Bldg-New,VAN NUYS,10/26/2020,820000,1,[T]RE-1,34.2843,-118.58063
Bldg-New,METRO,5/6/2021,921844,1,R1V3,34.06568,-118.4237
Bldg-New,VAN NUYS,5/7/2021,650000,1,RA-1,34.17705,-118.54765
Bldg-New,VAN NUYS,7/22/2020,507000,1,R2-1XL,34.08575,-118.35934
Bldg-New,VAN NUYS,9/4/2018,621000,1,R1-1-O,34.07386,-118.38787
Bldg-New,VAN NUYS,2/13/2020,600000,1,R1V2,34.0815,-118.34852
Bldg-New,METRO,1/31/2021,1275000,1,R1-1VL,34.08872,-118.26712
Bldg-New,VAN NUYS,3/15/2016,470000,1,R1-1-RIO,34.16316,-118.45587
Bldg-New,METRO,6/19/2018,200000,1,RD1.5-1,34.06708,-118.26599
Bldg-New,METRO,9/17/2019,330000,1,RD2-1,34.04189,-118.36468
Bldg-New,VAN NUYS,9/12/2019,197000,1,R1-1,34.21792,-118.43515
Bldg-New,VAN NUYS,12/1/2017,345000,1,(T)(Q)R1-1,34.22709,-118.62308
Bldg-New,WEST LA,5/24/2018,800000,1,R3-1,33.98778,-118.45833
Bldg-New,VAN NUYS,7/3/2019,265000,1,R1-1,34.11997,-118.22031
Bldg-New,VAN NUYS,7/30/2021,500000,1,R1-1,34.16349,-118.4978
Bldg-New,VAN NUYS,11/25/2019,1500000,1,R1H1,34.05448,-118.52185
Bldg-New,VAN NUYS,11/17/2020,350000,1,R1-1,34.2153,-118.35673
Bldg-New,SOUTH LA,2/27/2020,685550,1,R3-1,34.0917,-118.3189
Bldg-New,METRO,6/25/2019,432837,1,R1H1,34.05265,-118.52144
Bldg-New,WEST LA,5/24/2018,800000,1,R3-1,33.98783,-118.45824
Bldg-New,WEST LA,2/4/2021,951357,1,RS-1,34.06004,-118.48229
Bldg-Alter/Repair,WEST LA,8/24/2020,15000,1,RD1.5-1-O,34.02913,-118.28766
Bldg-New,VAN NUYS,2/1/2021,850000,1,R1H1,34.04393,-118.52564
Bldg-New,VAN NUYS,2/5/2021,560000,1,RA-1,34.15759,-118.52015
Bldg-New,VAN NUYS,6/1/2015,1000000,1,RE15-1-H,34.12099,-118.4262
Bldg-New,WEST LA,2/1/2021,300000,1,R1-1,34.06379,-118.48155
Bldg-New,VAN NUYS,8/12/2020,520000,1,R1-1,34.16295,-118.39162
Bldg-New,METRO,8/3/2018,175000,1,R1V2,34.02131,-118.44466
Bldg-New,METRO,4/9/2018,750000,1,R1-1,34.08426,-118.34147
Bldg-New,VAN NUYS,1/23/2019,810000,1,R1-1,34.14101,-118.42388
Bldg-New,METRO,12/8/2015,236563,1,[Q]R1-1D,34.0838,-118.19689
Bldg-New,VAN NUYS,2/1/2021,1030000,1,RE9-1,34.1615,-118.47909
Bldg-New,VAN NUYS,2/22/2017,585000,1,RE40-1-H,34.13496,-118.41157
Bldg-New,WEST LA,10/25/2021,540000,1,R1V2,34.01552,-118.43923
Bldg-New,VAN NUYS,2/3/2021,440000,1,R1-1-RIO,34.14079,-118.39754
Bldg-New,METRO,12/30/2020,375000,1,RD1.5-1,34.03045,-118.33989
Bldg-New,METRO,2/1/2021,270000,1,RD1.5-1,34.04084,-118.3608
Bldg-New,VAN NUYS,6/29/2017,500000,1,RA-1-K,34.25547,-118.37676
Bldg-New,VAN NUYS,12/10/2019,508000,1,R1V2-O,34.04744,-118.3972
Bldg-New,METRO,2/18/2020,141120,1,R1-1XL-O-CUGU,33.79357,-118.26729
Bldg-New,WEST LA,9/28/2018,1480000,1,R1V2-O,34.04169,-118.40014
Bldg-New,METRO,12/2/2019,200000,1,R1V2,33.99523,-118.44896
Bldg-New,VAN NUYS,2/18/2020,570000,1,[T]RE-1,34.29741,-118.58148
Bldg-New,WEST LA,1/24/2019,873240,1,R1-1-RFA-RIO,34.15228,-118.40353
Bldg-Addition,SOUTH LA,2/25/2020,15270,1,RD2-1,34.00829,-118.27003
Bldg-New,METRO,2/4/2021,2000000,1,R1V3-O,34.0611,-118.42016
Bldg-New,METRO,7/17/2019,153000,1,RD1.5-1VL,34.076,-118.25081
Bldg-New,VAN NUYS,5/8/2020,497000,1,R1V2-O,34.07988,-118.34969
Bldg-New,METRO,6/19/2018,200000,1,RD1.5-1,34.06718,-118.26611
Bldg-Addition,VAN NUYS,11/12/2021,100000,1,R1-1-RFA,34.26775,-118.30902
Bldg-New,METRO,11/8/2019,256500,1,[Q]R1-1D,34.06717,-118.17674
Bldg-Addition,METRO,5/7/2021,40000,1,R2-1-O,34.02697,-118.2931
Bldg-New,VAN NUYS,11/26/2019,655000,1,R1V2,34.03858,-118.4059
Bldg-New,METRO,4/16/2020,229500,1,RA-1,34.22092,-118.50801
Bldg-New,METRO,6/19/2018,200000,1,RD1.5-1,34.06708,-118.26599
Bldg-New,METRO,7/17/2019,150000,1,RD1.5-1VL,34.07587,-118.25088
Bldg-New,VAN NUYS,10/20/2020,376401,1,PVSP,33.76949,-118.3077
Bldg-New,VAN NUYS,8/25/2016,570000,1,R1-1,34.20285,-118.45558
Bldg-New,VAN NUYS,10/20/2020,345654,1,PVSP,33.76931,-118.30778
Bldg-New,METRO,7/29/2021,268357,1,R1-1,33.94005,-118.26394
Bldg-New,METRO,7/29/2021,700000,1,RE20-1-H-HCR,34.08788,-118.47222
Bldg-New,VAN NUYS,7/27/2021,285000,1,R1-1-RIO,34.162,-118.45603
Bldg-New,VAN NUYS,1/9/2017,197000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,VAN NUYS,10/20/2020,376401,1,PVSP,33.76962,-118.30765
Bldg-New,WEST LA,5/7/2019,683000,1,RE11-1,34.05161,-118.48937
Bldg-New,VAN NUYS,12/27/2019,215000,1,(T)(Q)RD3-1,34.24915,-118.51985
Bldg-New,METRO,7/17/2019,150000,1,RD1.5-1VL,34.0759,-118.25087
Bldg-New,VAN NUYS,10/26/2020,688000,1,[T]RE-1,34.28434,-118.58122
Bldg-New,METRO,7/30/2021,450000,1,R1V2,34.0099,-118.45185
Bldg-New,VAN NUYS,7/26/2021,250000,1,R1-1-RFA,34.25726,-118.29039
Bldg-New,VAN NUYS,9/17/2020,570000,1,[T]RE-1,34.29604,-118.58424
Bldg-New,METRO,7/27/2021,995000,1,R1V2,34.00276,-118.43689
Bldg-New,METRO,3/12/2020,295000,1,RD2-1-CPIO,34.01981,-118.29579
Bldg-New,VAN NUYS,1/9/2017,208000,1,RD2-1VL,34.07452,-118.27601
Bldg-New,WEST LA,2/25/2016,3665000,1,RE11-1,34.09626,-118.39358
Bldg-Alter/Repair,WEST LA,7/29/2021,5000,1,RD2-1-HPOZ,34.11075,-118.1888
Bldg-Addition,METRO,7/30/2021,250000,1,RD2-1,34.03568,-118.35594
Bldg-New,VAN NUYS,12/27/2019,218000,1,(T)(Q)RD3-1,34.24915,-118.51985
Bldg-New,VAN NUYS,7/10/2020,632845,1,[T]RE-1,34.28301,-118.57905
Bldg-New,VAN NUYS,7/30/2021,650000,1,R2-1,34.0712,-118.37203
Bldg-New,VAN NUYS,7/29/2021,333000,1,[Q]RD1.5-1,34.18479,-118.44377
Bldg-New,VAN NUYS,7/26/2021,300000,1,(T)(Q)RA-1,34.2513,-118.52764
Bldg-New,VAN NUYS,9/8/2020,491200,1,[T]RE-1,34.29673,-118.58631
Bldg-New,METRO,7/17/2019,150000,1,RD1.5-1VL,34.07595,-118.25084
Bldg-New,VAN NUYS,12/18/2018,900000,1,RE15-1-H,34.05383,-118.51913
Bldg-New,VAN NUYS,10/29/2021,500000,1,R1-1,34.17641,-118.39546
Bldg-New,VAN NUYS,11/10/2020,498040,1,[T]RE-1,34.29732,-118.58552
Bldg-New,METRO,11/6/2019,400000,1,RD2-1VL,34.07891,-118.27128
Bldg-New,METRO,6/27/2019,520000,1,R1V2-O,34.05373,-118.39844
Bldg-New,VAN NUYS,12/5/2019,650000,1,R1-1,34.17164,-118.55248
Bldg-New,METRO,10/2/2019,500000,1,RE11-1,34.1185,-118.37039
Bldg-New,WEST LA,10/9/2019,177550,1,RD2-1,34.00051,-118.25199
Bldg-Addition,METRO,1/29/2021,1850000,1,CW,34.06352,-118.25967
Bldg-New,VAN NUYS,11/10/2020,491200,1,[T]RE-1,34.29735,-118.58568
Bldg-New,METRO,7/17/2019,150000,1,RD1.5-1VL,34.07592,-118.25085
